dataset density:0.000808
training model.......
parameters are:ratio=0.600000, reg_u=0.010000, reg_v=0.010000, latent_size=20, lr=0.000030, iters=1000
traning iteration: 0 ,loss: 3446251.824798, vali_rmse: 3.746257
traning iteration: 36 ,loss: 2592108.916978, vali_rmse: 3.260085
traning iteration: 37 ,loss: 2549466.130549, vali_rmse: 3.234720
traning iteration: 38 ,loss: 2506907.051593, vali_rmse: 3.209278
traning iteration: 39 ,loss: 2464601.247189, vali_rmse: 3.183846
traning iteration: 40 ,loss: 2422706.978193, vali_rmse: 3.158507
traning iteration: 41 ,loss: 2381360.402845, vali_rmse: 3.133335
traning iteration: 42 ,loss: 2340665.298827, vali_rmse: 3.108388
traning iteration: 43 ,loss: 2300685.096077, vali_rmse: 3.083703
traning iteration: 44 ,loss: 2261438.973824, vali_rmse: 3.059293
traning iteration: 45 ,loss: 2222903.369167, vali_rmse: 3.035146
traning iteration: 46 ,loss: 2185019.465216, vali_rmse: 3.011226
traning iteration: 47 ,loss: 2147706.157533, vali_rmse: 2.987483
traning iteration: 48 ,loss: 2110876.821811, vali_rmse: 2.963862
traning iteration: 49 ,loss: 2074457.189136, vali_rmse: 2.940313
traning iteration: 50 ,loss: 2038401.068733, vali_rmse: 2.916804
traning iteration: 51 ,loss: 2002700.772723, vali_rmse: 2.893325
traning iteration: 52 ,loss: 1967389.973882, vali_rmse: 2.869896
traning iteration: 53 ,loss: 1932538.240395, vali_rmse: 2.846562
traning iteration: 54 ,loss: 1898238.315072, vali_rmse: 2.823385
traning iteration: 55 ,loss: 1864588.889106, vali_rmse: 2.800435
traning iteration: 56 ,loss: 1831676.708624, vali_rmse: 2.777776
traning iteration: 57 ,loss: 1799562.024415, vali_rmse: 2.755459
traning iteration: 58 ,loss: 1768270.563144, vali_rmse: 2.733511
traning iteration: 59 ,loss: 1737793.546793, vali_rmse: 2.711941
traning iteration: 60 ,loss: 1708095.238575, vali_rmse: 2.690735
traning iteration: 61 ,loss: 1679125.601000, vali_rmse: 2.669873
traning iteration: 62 ,loss: 1650834.444641, vali_rmse: 2.649333
traning iteration: 63 ,loss: 1623183.268298, vali_rmse: 2.629100
traning iteration: 64 ,loss: 1596151.884177, vali_rmse: 2.609171
traning iteration: 65 ,loss: 1569738.600209, vali_rmse: 2.589556
traning iteration: 66 ,loss: 1543954.669368, vali_rmse: 2.570274
traning iteration: 67 ,loss: 1518815.317246, vali_rmse: 2.551345
traning iteration: 68 ,loss: 1494330.455085, vali_rmse: 2.532787
traning iteration: 69 ,loss: 1470497.981716, vali_rmse: 2.514604
traning iteration: 70 ,loss: 1447301.504241, vali_rmse: 2.496793
traning iteration: 71 ,loss: 1424712.758400, vali_rmse: 2.479339
traning iteration: 72 ,loss: 1402697.503804, vali_rmse: 2.462220
traning iteration: 73 ,loss: 1381222.677899, vali_rmse: 2.445416
traning iteration: 74 ,loss: 1360262.393708, vali_rmse: 2.428912
traning iteration: 75 ,loss: 1339800.966262, vali_rmse: 2.412697
traning iteration: 76 ,loss: 1319832.296961, vali_rmse: 2.396771
traning iteration: 77 ,loss: 1300356.214832, vali_rmse: 2.381138
traning iteration: 78 ,loss: 1281373.332783, vali_rmse: 2.365801
traning iteration: 79 ,loss: 1262880.321861, vali_rmse: 2.350763
traning iteration: 80 ,loss: 1244867.165195, vali_rmse: 2.336020
traning iteration: 81 ,loss: 1227317.099365, vali_rmse: 2.321566
traning iteration: 82 ,loss: 1210208.929160, vali_rmse: 2.307388
traning iteration: 83 ,loss: 1193520.593709, vali_rmse: 2.293473
traning iteration: 84 ,loss: 1177232.543436, vali_rmse: 2.279811
traning iteration: 85 ,loss: 1161329.731186, vali_rmse: 2.266393
traning iteration: 86 ,loss: 1145801.682649, vali_rmse: 2.253215
traning iteration: 87 ,loss: 1130640.899855, vali_rmse: 2.240274
traning iteration: 88 ,loss: 1115840.453174, vali_rmse: 2.227567
traning iteration: 89 ,loss: 1101391.820310, vali_rmse: 2.215091
traning iteration: 90 ,loss: 1087283.799910, vali_rmse: 2.202838
traning iteration: 91 ,loss: 1073502.801084, vali_rmse: 2.190800
traning iteration: 92 ,loss: 1060034.228569, vali_rmse: 2.178968
traning iteration: 93 ,loss: 1046864.282318, vali_rmse: 2.167332
traning iteration: 94 ,loss: 1033981.407733, vali_rmse: 2.155886
traning iteration: 95 ,loss: 1021376.863849, vali_rmse: 2.144624
traning iteration: 96 ,loss: 1009044.291490, vali_rmse: 2.133544
traning iteration: 97 ,loss: 996978.573196, vali_rmse: 2.122645
traning iteration: 98 ,loss: 985174.517208, vali_rmse: 2.111926
traning iteration: 99 ,loss: 973625.893314, vali_rmse: 2.101383
traning iteration: 100 ,loss: 962325.132409, vali_rmse: 2.091014
traning iteration: 101 ,loss: 951263.690324, vali_rmse: 2.080814
traning iteration: 102 ,loss: 940432.810529, vali_rmse: 2.070777
traning iteration: 103 ,loss: 929824.303111, vali_rmse: 2.060898
traning iteration: 104 ,loss: 919431.016544, vali_rmse: 2.051172
traning iteration: 105 ,loss: 909246.863610, vali_rmse: 2.041594
traning iteration: 106 ,loss: 899266.476565, vali_rmse: 2.032163
traning iteration: 107 ,loss: 889484.713530, vali_rmse: 2.022873
traning iteration: 108 ,loss: 879896.264910, vali_rmse: 2.013722
traning iteration: 109 ,loss: 870495.521843, vali_rmse: 2.004704
traning iteration: 110 ,loss: 861276.723541, vali_rmse: 1.995816
traning iteration: 111 ,loss: 852234.269861, vali_rmse: 1.987054
traning iteration: 112 ,loss: 843363.025620, vali_rmse: 1.978415
traning iteration: 113 ,loss: 834658.470618, vali_rmse: 1.969895
traning iteration: 114 ,loss: 826116.639302, vali_rmse: 1.961492
traning iteration: 115 ,loss: 817733.897011, vali_rmse: 1.953206
traning iteration: 116 ,loss: 809506.667563, vali_rmse: 1.945033
traning iteration: 117 ,loss: 801431.233682, vali_rmse: 1.936973
traning iteration: 118 ,loss: 793503.683067, vali_rmse: 1.929024
traning iteration: 119 ,loss: 785719.998525, vali_rmse: 1.921182
traning iteration: 120 ,loss: 778076.227840, vali_rmse: 1.913446
traning iteration: 121 ,loss: 770568.644603, vali_rmse: 1.905814
traning iteration: 122 ,loss: 763193.830306, vali_rmse: 1.898283
traning iteration: 123 ,loss: 755948.655260, vali_rmse: 1.890850
traning iteration: 124 ,loss: 748830.185319, vali_rmse: 1.883515
traning iteration: 125 ,loss: 741835.569988, vali_rmse: 1.876275
traning iteration: 126 ,loss: 734961.965482, vali_rmse: 1.869128
traning iteration: 127 ,loss: 728206.519831, vali_rmse: 1.862072
traning iteration: 128 ,loss: 721566.412516, vali_rmse: 1.855105
traning iteration: 129 ,loss: 715038.916358, vali_rmse: 1.848226
traning iteration: 130 ,loss: 708621.444297, vali_rmse: 1.841432
traning iteration: 131 ,loss: 702311.557764, vali_rmse: 1.834722
traning iteration: 132 ,loss: 696106.936360, vali_rmse: 1.828094
traning iteration: 133 ,loss: 690005.328057, vali_rmse: 1.821549
traning iteration: 134 ,loss: 684004.506068, vali_rmse: 1.815083
traning iteration: 135 ,loss: 678102.251478, vali_rmse: 1.808697
traning iteration: 136 ,loss: 672296.365386, vali_rmse: 1.802388
traning iteration: 137 ,loss: 666584.699341, vali_rmse: 1.796156
traning iteration: 138 ,loss: 660965.185740, vali_rmse: 1.789999
traning iteration: 139 ,loss: 655435.852666, vali_rmse: 1.783917
traning iteration: 140 ,loss: 649994.817676, vali_rmse: 1.777906
traning iteration: 141 ,loss: 644640.266063, vali_rmse: 1.771968
traning iteration: 142 ,loss: 639370.425713, vali_rmse: 1.766099
traning iteration: 143 ,loss: 634183.550246, vali_rmse: 1.760299
traning iteration: 144 ,loss: 629077.916092, vali_rmse: 1.754568
traning iteration: 145 ,loss: 624051.831370, vali_rmse: 1.748902
traning iteration: 146 ,loss: 619103.649108, vali_rmse: 1.743302
traning iteration: 147 ,loss: 614231.776651, vali_rmse: 1.737767
traning iteration: 148 ,loss: 609434.676578, vali_rmse: 1.732295
traning iteration: 149 ,loss: 604710.859702, vali_rmse: 1.726886
traning iteration: 150 ,loss: 600058.874670, vali_rmse: 1.721538
traning iteration: 151 ,loss: 595477.299654, vali_rmse: 1.716251
traning iteration: 152 ,loss: 590964.739583, vali_rmse: 1.711024
traning iteration: 153 ,loss: 586519.828855, vali_rmse: 1.705856
traning iteration: 154 ,loss: 582141.236642, vali_rmse: 1.700746
traning iteration: 155 ,loss: 577827.670985, vali_rmse: 1.695693
traning iteration: 156 ,loss: 573577.879153, vali_rmse: 1.690697
traning iteration: 157 ,loss: 569390.644082, vali_rmse: 1.685757
traning iteration: 158 ,loss: 565264.778821, vali_rmse: 1.680871
traning iteration: 159 ,loss: 561199.121617, vali_rmse: 1.676039
traning iteration: 160 ,loss: 557192.533579, vali_rmse: 1.671260
traning iteration: 161 ,loss: 553243.899186, vali_rmse: 1.666534
traning iteration: 162 ,loss: 549352.128466, vali_rmse: 1.661858
traning iteration: 163 ,loss: 545516.158998, vali_rmse: 1.657234
traning iteration: 164 ,loss: 541734.956372, vali_rmse: 1.652659
traning iteration: 165 ,loss: 538007.512767, vali_rmse: 1.648133
traning iteration: 166 ,loss: 534332.844397, vali_rmse: 1.643656
traning iteration: 167 ,loss: 530709.989023, vali_rmse: 1.639227
traning iteration: 168 ,loss: 527138.004487, vali_rmse: 1.634845
traning iteration: 169 ,loss: 523615.968531, vali_rmse: 1.630510
traning iteration: 170 ,loss: 520142.979407, vali_rmse: 1.626221
traning iteration: 171 ,loss: 516718.156494, vali_rmse: 1.621977
traning iteration: 172 ,loss: 513340.640264, vali_rmse: 1.617777
traning iteration: 173 ,loss: 510009.591423, vali_rmse: 1.613622
traning iteration: 174 ,loss: 506724.189532, vali_rmse: 1.609511
traning iteration: 175 ,loss: 503483.631681, vali_rmse: 1.605442
traning iteration: 176 ,loss: 500287.131626, vali_rmse: 1.601415
traning iteration: 177 ,loss: 497133.919522, vali_rmse: 1.597430
traning iteration: 178 ,loss: 494023.242038, vali_rmse: 1.593486
traning iteration: 179 ,loss: 490954.362459, vali_rmse: 1.589582
traning iteration: 180 ,loss: 487926.560492, vali_rmse: 1.585719
traning iteration: 181 ,loss: 484939.131691, vali_rmse: 1.581894
traning iteration: 182 ,loss: 481991.386664, vali_rmse: 1.578109
traning iteration: 183 ,loss: 479082.650300, vali_rmse: 1.574362
traning iteration: 184 ,loss: 476212.261239, vali_rmse: 1.570652
traning iteration: 185 ,loss: 473379.571622, vali_rmse: 1.566981
traning iteration: 186 ,loss: 470583.947013, vali_rmse: 1.563346
traning iteration: 187 ,loss: 467824.766323, vali_rmse: 1.559747
traning iteration: 188 ,loss: 465101.421586, vali_rmse: 1.556185
traning iteration: 189 ,loss: 462413.317572, vali_rmse: 1.552658
traning iteration: 190 ,loss: 459759.871298, vali_rmse: 1.549165
traning iteration: 191 ,loss: 457140.511561, vali_rmse: 1.545708
traning iteration: 192 ,loss: 454554.678583, vali_rmse: 1.542284
traning iteration: 193 ,loss: 452001.823774, vali_rmse: 1.538894
traning iteration: 194 ,loss: 449481.409575, vali_rmse: 1.535538
traning iteration: 195 ,loss: 446992.909283, vali_rmse: 1.532214
traning iteration: 196 ,loss: 444535.806824, vali_rmse: 1.528922
traning iteration: 197 ,loss: 442109.596445, vali_rmse: 1.525663
traning iteration: 198 ,loss: 439713.782385, vali_rmse: 1.522435
traning iteration: 199 ,loss: 437347.878570, vali_rmse: 1.519238
traning iteration: 200 ,loss: 435011.408361, vali_rmse: 1.516072
traning iteration: 201 ,loss: 432703.904375, vali_rmse: 1.512936
traning iteration: 202 ,loss: 430424.908319, vali_rmse: 1.509831
traning iteration: 203 ,loss: 428173.970826, vali_rmse: 1.506755
traning iteration: 204 ,loss: 425950.651256, vali_rmse: 1.503708
traning iteration: 205 ,loss: 423754.517471, vali_rmse: 1.500690
traning iteration: 206 ,loss: 421585.145595, vali_rmse: 1.497701
traning iteration: 207 ,loss: 419442.119798, vali_rmse: 1.494741
traning iteration: 208 ,loss: 417325.032107, vali_rmse: 1.491808
traning iteration: 209 ,loss: 415233.482247, vali_rmse: 1.488902
traning iteration: 210 ,loss: 413167.077487, vali_rmse: 1.486024
traning iteration: 211 ,loss: 411125.432490, vali_rmse: 1.483173
traning iteration: 212 ,loss: 409108.169148, vali_rmse: 1.480348
traning iteration: 213 ,loss: 407114.916404, vali_rmse: 1.477550
traning iteration: 214 ,loss: 405145.310080, vali_rmse: 1.474777
traning iteration: 215 ,loss: 403198.992714, vali_rmse: 1.472030
traning iteration: 216 ,loss: 401275.613418, vali_rmse: 1.469309
traning iteration: 217 ,loss: 399374.827734, vali_rmse: 1.466612
traning iteration: 218 ,loss: 397496.297513, vali_rmse: 1.463940
traning iteration: 219 ,loss: 395639.690779, vali_rmse: 1.461293
traning iteration: 220 ,loss: 393804.681588, vali_rmse: 1.458670
traning iteration: 221 ,loss: 391990.949892, vali_rmse: 1.456070
traning iteration: 222 ,loss: 390198.181405, vali_rmse: 1.453495
traning iteration: 223 ,loss: 388426.067470, vali_rmse: 1.450942
traning iteration: 224 ,loss: 386674.304944, vali_rmse: 1.448413
traning iteration: 225 ,loss: 384942.596087, vali_rmse: 1.445907
traning iteration: 226 ,loss: 383230.648444, vali_rmse: 1.443423
traning iteration: 227 ,loss: 381538.174743, vali_rmse: 1.440961
traning iteration: 228 ,loss: 379864.892774, vali_rmse: 1.438521
traning iteration: 229 ,loss: 378210.525288, vali_rmse: 1.436103
traning iteration: 230 ,loss: 376574.799881, vali_rmse: 1.433707
traning iteration: 231 ,loss: 374957.448899, vali_rmse: 1.431332
traning iteration: 232 ,loss: 373358.209334, vali_rmse: 1.428978
traning iteration: 233 ,loss: 371776.822736, vali_rmse: 1.426645
traning iteration: 234 ,loss: 370213.035115, vali_rmse: 1.424332
traning iteration: 235 ,loss: 368666.596849, vali_rmse: 1.422040
traning iteration: 236 ,loss: 367137.262596, vali_rmse: 1.419767
traning iteration: 237 ,loss: 365624.791202, vali_rmse: 1.417515
traning iteration: 238 ,loss: 364128.945611, vali_rmse: 1.415283
traning iteration: 239 ,loss: 362649.492789, vali_rmse: 1.413069
traning iteration: 240 ,loss: 361186.203637, vali_rmse: 1.410876
traning iteration: 241 ,loss: 359738.852916, vali_rmse: 1.408701
traning iteration: 242 ,loss: 358307.219165, vali_rmse: 1.406545
traning iteration: 243 ,loss: 356891.084631, vali_rmse: 1.404407
traning iteration: 244 ,loss: 355490.235190, vali_rmse: 1.402288
traning iteration: 245 ,loss: 354104.460271, vali_rmse: 1.400188
traning iteration: 246 ,loss: 352733.552793, vali_rmse: 1.398105
traning iteration: 247 ,loss: 351377.309087, vali_rmse: 1.396040
traning iteration: 248 ,loss: 350035.528836, vali_rmse: 1.393993
traning iteration: 249 ,loss: 348708.015007, vali_rmse: 1.391963
traning iteration: 250 ,loss: 347394.573783, vali_rmse: 1.389951
traning iteration: 251 ,loss: 346095.014507, vali_rmse: 1.387955
traning iteration: 252 ,loss: 344809.149612, vali_rmse: 1.385977
traning iteration: 253 ,loss: 343536.794567, vali_rmse: 1.384015
traning iteration: 254 ,loss: 342277.767814, vali_rmse: 1.382070
traning iteration: 255 ,loss: 341031.890715, vali_rmse: 1.380141
traning iteration: 256 ,loss: 339798.987491, vali_rmse: 1.378229
traning iteration: 257 ,loss: 338578.885170, vali_rmse: 1.376332
traning iteration: 258 ,loss: 337371.413534, vali_rmse: 1.374451
traning iteration: 259 ,loss: 336176.405063, vali_rmse: 1.372586
traning iteration: 260 ,loss: 334993.694889, vali_rmse: 1.370737
traning iteration: 261 ,loss: 333823.120740, vali_rmse: 1.368903
traning iteration: 262 ,loss: 332664.522895, vali_rmse: 1.367084
traning iteration: 263 ,loss: 331517.744135, vali_rmse: 1.365280
traning iteration: 264 ,loss: 330382.629695, vali_rmse: 1.363492
traning iteration: 265 ,loss: 329259.027221, vali_rmse: 1.361717
traning iteration: 266 ,loss: 328146.786722, vali_rmse: 1.359958
traning iteration: 267 ,loss: 327045.760528, vali_rmse: 1.358213
traning iteration: 268 ,loss: 325955.803247, vali_rmse: 1.356482
traning iteration: 269 ,loss: 324876.771720, vali_rmse: 1.354766
traning iteration: 270 ,loss: 323808.524987, vali_rmse: 1.353063
traning iteration: 271 ,loss: 322750.924237, vali_rmse: 1.351375
traning iteration: 272 ,loss: 321703.832780, vali_rmse: 1.349700
traning iteration: 273 ,loss: 320667.115996, vali_rmse: 1.348039
traning iteration: 274 ,loss: 319640.641310, vali_rmse: 1.346391
traning iteration: 275 ,loss: 318624.278144, vali_rmse: 1.344756
traning iteration: 276 ,loss: 317617.897890, vali_rmse: 1.343135
traning iteration: 277 ,loss: 316621.373868, vali_rmse: 1.341527
traning iteration: 278 ,loss: 315634.581295, vali_rmse: 1.339932
traning iteration: 279 ,loss: 314657.397249, vali_rmse: 1.338349
traning iteration: 280 ,loss: 313689.700641, vali_rmse: 1.336780
traning iteration: 281 ,loss: 312731.372174, vali_rmse: 1.335223
traning iteration: 282 ,loss: 311782.294318, vali_rmse: 1.333678
traning iteration: 283 ,loss: 310842.351278, vali_rmse: 1.332146
traning iteration: 284 ,loss: 309911.428960, vali_rmse: 1.330625
traning iteration: 285 ,loss: 308989.414945, vali_rmse: 1.329117
traning iteration: 286 ,loss: 308076.198457, vali_rmse: 1.327621
traning iteration: 287 ,loss: 307171.670336, vali_rmse: 1.326137
traning iteration: 288 ,loss: 306275.723011, vali_rmse: 1.324664
traning iteration: 289 ,loss: 305388.250468, vali_rmse: 1.323204
traning iteration: 290 ,loss: 304509.148228, vali_rmse: 1.321754
traning iteration: 291 ,loss: 303638.313318, vali_rmse: 1.320316
traning iteration: 292 ,loss: 302775.644246, vali_rmse: 1.318890
traning iteration: 293 ,loss: 301921.040973, vali_rmse: 1.317474
traning iteration: 294 ,loss: 301074.404893, vali_rmse: 1.316070
traning iteration: 295 ,loss: 300235.638805, vali_rmse: 1.314676
traning iteration: 296 ,loss: 299404.646890, vali_rmse: 1.313293
traning iteration: 297 ,loss: 298581.334687, vali_rmse: 1.311922
traning iteration: 298 ,loss: 297765.609070, vali_rmse: 1.310560
traning iteration: 299 ,loss: 296957.378227, vali_rmse: 1.309210
traning iteration: 300 ,loss: 296156.551636, vali_rmse: 1.307870
traning iteration: 301 ,loss: 295363.040044, vali_rmse: 1.306540
traning iteration: 302 ,loss: 294576.755445, vali_rmse: 1.305220
traning iteration: 303 ,loss: 293797.611061, vali_rmse: 1.303911
traning iteration: 304 ,loss: 293025.521318, vali_rmse: 1.302612
traning iteration: 305 ,loss: 292260.401830, vali_rmse: 1.301323
traning iteration: 306 ,loss: 291502.169377, vali_rmse: 1.300043
traning iteration: 307 ,loss: 290750.741884, vali_rmse: 1.298774
traning iteration: 308 ,loss: 290006.038405, vali_rmse: 1.297514
traning iteration: 309 ,loss: 289267.979103, vali_rmse: 1.296263
traning iteration: 310 ,loss: 288536.485230, vali_rmse: 1.295023
traning iteration: 311 ,loss: 287811.479113, vali_rmse: 1.293791
traning iteration: 312 ,loss: 287092.884132, vali_rmse: 1.292569
traning iteration: 313 ,loss: 286380.624705, vali_rmse: 1.291357
traning iteration: 314 ,loss: 285674.626270, vali_rmse: 1.290153
traning iteration: 315 ,loss: 284974.815268, vali_rmse: 1.288959
traning iteration: 316 ,loss: 284281.119128, vali_rmse: 1.287774
traning iteration: 317 ,loss: 283593.466251, vali_rmse: 1.286597
traning iteration: 318 ,loss: 282911.785989, vali_rmse: 1.285430
traning iteration: 319 ,loss: 282236.008636, vali_rmse: 1.284271
traning iteration: 320 ,loss: 281566.065410, vali_rmse: 1.283121
traning iteration: 321 ,loss: 280901.888437, vali_rmse: 1.281980
traning iteration: 322 ,loss: 280243.410737, vali_rmse: 1.280847
traning iteration: 323 ,loss: 279590.566210, vali_rmse: 1.279722
traning iteration: 324 ,loss: 278943.289619, vali_rmse: 1.278606
traning iteration: 325 ,loss: 278301.516582, vali_rmse: 1.277499
traning iteration: 326 ,loss: 277665.183550, vali_rmse: 1.276399
traning iteration: 327 ,loss: 277034.227800, vali_rmse: 1.275308
traning iteration: 328 ,loss: 276408.587418, vali_rmse: 1.274225
traning iteration: 329 ,loss: 275788.201288, vali_rmse: 1.273150
traning iteration: 330 ,loss: 275173.009077, vali_rmse: 1.272082
traning iteration: 331 ,loss: 274562.951226, vali_rmse: 1.271023
traning iteration: 332 ,loss: 273957.968933, vali_rmse: 1.269972
traning iteration: 333 ,loss: 273358.004142, vali_rmse: 1.268928
traning iteration: 334 ,loss: 272762.999535, vali_rmse: 1.267892
traning iteration: 335 ,loss: 272172.898515, vali_rmse: 1.266863
traning iteration: 336 ,loss: 271587.645196, vali_rmse: 1.265843
traning iteration: 337 ,loss: 271007.184392, vali_rmse: 1.264829
traning iteration: 338 ,loss: 270431.461609, vali_rmse: 1.263823
traning iteration: 339 ,loss: 269860.423026, vali_rmse: 1.262825
traning iteration: 340 ,loss: 269294.015493, vali_rmse: 1.261833
traning iteration: 341 ,loss: 268732.186515, vali_rmse: 1.260849
traning iteration: 342 ,loss: 268174.884242, vali_rmse: 1.259872
traning iteration: 343 ,loss: 267622.057462, vali_rmse: 1.258902
traning iteration: 344 ,loss: 267073.655586, vali_rmse: 1.257940
traning iteration: 345 ,loss: 266529.628645, vali_rmse: 1.256984
traning iteration: 346 ,loss: 265989.927271, vali_rmse: 1.256035
traning iteration: 347 ,loss: 265454.502696, vali_rmse: 1.255093
traning iteration: 348 ,loss: 264923.306740, vali_rmse: 1.254158
traning iteration: 349 ,loss: 264396.291799, vali_rmse: 1.253229
traning iteration: 350 ,loss: 263873.410840, vali_rmse: 1.252307
traning iteration: 351 ,loss: 263354.617389, vali_rmse: 1.251392
traning iteration: 352 ,loss: 262839.865525, vali_rmse: 1.250484
traning iteration: 353 ,loss: 262329.109869, vali_rmse: 1.249582
traning iteration: 354 ,loss: 261822.305579, vali_rmse: 1.248686
traning iteration: 355 ,loss: 261319.408339, vali_rmse: 1.247797
traning iteration: 356 ,loss: 260820.374350, vali_rmse: 1.246914
traning iteration: 357 ,loss: 260325.160328, vali_rmse: 1.246038
traning iteration: 358 ,loss: 259833.723488, vali_rmse: 1.245168
traning iteration: 359 ,loss: 259346.021545, vali_rmse: 1.244304
traning iteration: 360 ,loss: 258862.012699, vali_rmse: 1.243446
traning iteration: 361 ,loss: 258381.655633, vali_rmse: 1.242594
traning iteration: 362 ,loss: 257904.909506, vali_rmse: 1.241748
traning iteration: 363 ,loss: 257431.733940, vali_rmse: 1.240909
traning iteration: 364 ,loss: 256962.089020, vali_rmse: 1.240075
traning iteration: 365 ,loss: 256495.935287, vali_rmse: 1.239247
traning iteration: 366 ,loss: 256033.233725, vali_rmse: 1.238425
traning iteration: 367 ,loss: 255573.945763, vali_rmse: 1.237609
traning iteration: 368 ,loss: 255118.033262, vali_rmse: 1.236798
traning iteration: 369 ,loss: 254665.458513, vali_rmse: 1.235994
traning iteration: 370 ,loss: 254216.184229, vali_rmse: 1.235194
traning iteration: 371 ,loss: 253770.173542, vali_rmse: 1.234401
traning iteration: 372 ,loss: 253327.389994, vali_rmse: 1.233613
traning iteration: 373 ,loss: 252887.797531, vali_rmse: 1.232831
traning iteration: 374 ,loss: 252451.360502, vali_rmse: 1.232054
traning iteration: 375 ,loss: 252018.043649, vali_rmse: 1.231282
traning iteration: 376 ,loss: 251587.812105, vali_rmse: 1.230516
traning iteration: 377 ,loss: 251160.631386, vali_rmse: 1.229756
traning iteration: 378 ,loss: 250736.467390, vali_rmse: 1.229000
traning iteration: 379 ,loss: 250315.286388, vali_rmse: 1.228250
traning iteration: 380 ,loss: 249897.055021, vali_rmse: 1.227505
traning iteration: 381 ,loss: 249481.740296, vali_rmse: 1.226765
traning iteration: 382 ,loss: 249069.309581, vali_rmse: 1.226031
traning iteration: 383 ,loss: 248659.730598, vali_rmse: 1.225301
traning iteration: 384 ,loss: 248252.971425, vali_rmse: 1.224577
traning iteration: 385 ,loss: 247849.000484, vali_rmse: 1.223857
traning iteration: 386 ,loss: 247447.786542, vali_rmse: 1.223143
traning iteration: 387 ,loss: 247049.298705, vali_rmse: 1.222433
traning iteration: 388 ,loss: 246653.506417, vali_rmse: 1.221729
traning iteration: 389 ,loss: 246260.379449, vali_rmse: 1.221029
traning iteration: 390 ,loss: 245869.887904, vali_rmse: 1.220334
traning iteration: 391 ,loss: 245482.002206, vali_rmse: 1.219644
traning iteration: 392 ,loss: 245096.693101, vali_rmse: 1.218959
traning iteration: 393 ,loss: 244713.931652, vali_rmse: 1.218278
traning iteration: 394 ,loss: 244333.689233, vali_rmse: 1.217602
traning iteration: 395 ,loss: 243955.937530, vali_rmse: 1.216930
traning iteration: 396 ,loss: 243580.648535, vali_rmse: 1.216264
traning iteration: 397 ,loss: 243207.794544, vali_rmse: 1.215601
traning iteration: 398 ,loss: 242837.348150, vali_rmse: 1.214944
traning iteration: 399 ,loss: 242469.282244, vali_rmse: 1.214290
traning iteration: 400 ,loss: 242103.570013, vali_rmse: 1.213641
traning iteration: 401 ,loss: 241740.184932, vali_rmse: 1.212997
traning iteration: 402 ,loss: 241379.100763, vali_rmse: 1.212357
