dataset density:0.001291
training model.......
parameters are:ratio=0.600000, reg_u=0.010000, reg_v=0.010000, latent_size=20, lr=0.000030, iters=1000
traning iteration: 0 ,loss: 1226775.827031, vali_rmse: 4.232751
traning iteration: 67 ,loss: 789257.575099, vali_rmse: 3.482811
traning iteration: 68 ,loss: 780833.996372, vali_rmse: 3.466736
traning iteration: 69 ,loss: 772490.169207, vali_rmse: 3.450725
traning iteration: 70 ,loss: 764229.723270, vali_rmse: 3.434789
traning iteration: 71 ,loss: 756054.680639, vali_rmse: 3.418937
traning iteration: 72 ,loss: 747965.607285, vali_rmse: 3.403173
traning iteration: 73 ,loss: 739961.818078, vali_rmse: 3.387501
traning iteration: 74 ,loss: 732041.616281, vali_rmse: 3.371921
traning iteration: 75 ,loss: 724202.549567, vali_rmse: 3.356430
traning iteration: 76 ,loss: 716441.666528, vali_rmse: 3.341026
traning iteration: 77 ,loss: 708755.760031, vali_rmse: 3.325702
traning iteration: 78 ,loss: 701141.586536, vali_rmse: 3.310456
traning iteration: 79 ,loss: 693596.053290, vali_rmse: 3.295279
traning iteration: 80 ,loss: 686116.368166, vali_rmse: 3.280169
traning iteration: 81 ,loss: 678700.149577, vali_rmse: 3.265119
traning iteration: 82 ,loss: 671345.496376, vali_rmse: 3.250125
traning iteration: 83 ,loss: 664051.019808, vali_rmse: 3.235184
traning iteration: 84 ,loss: 656815.841443, vali_rmse: 3.220293
traning iteration: 85 ,loss: 649639.562364, vali_rmse: 3.205451
traning iteration: 86 ,loss: 642522.209919, vali_rmse: 3.190655
traning iteration: 87 ,loss: 635464.168811, vali_rmse: 3.175907
traning iteration: 88 ,loss: 628466.103351, vali_rmse: 3.161206
traning iteration: 89 ,loss: 621528.877336, vali_rmse: 3.146552
traning iteration: 90 ,loss: 614653.477202, vali_rmse: 3.131948
traning iteration: 91 ,loss: 607840.943070, vali_rmse: 3.117394
traning iteration: 92 ,loss: 601092.310996, vali_rmse: 3.102893
traning iteration: 93 ,loss: 594408.568373, vali_rmse: 3.088446
traning iteration: 94 ,loss: 587790.623068, vali_rmse: 3.074056
traning iteration: 95 ,loss: 581239.285646, vali_rmse: 3.059724
traning iteration: 96 ,loss: 574755.263021, vali_rmse: 3.045453
traning iteration: 97 ,loss: 568339.161156, vali_rmse: 3.031245
traning iteration: 98 ,loss: 561991.494005, vali_rmse: 3.017102
traning iteration: 99 ,loss: 555712.695844, vali_rmse: 3.003026
traning iteration: 100 ,loss: 549503.134342, vali_rmse: 2.989019
traning iteration: 101 ,loss: 543363.122191, vali_rmse: 2.975085
traning iteration: 102 ,loss: 537292.925729, vali_rmse: 2.961225
traning iteration: 103 ,loss: 531292.769722, vali_rmse: 2.947442
traning iteration: 104 ,loss: 525362.838127, vali_rmse: 2.933738
traning iteration: 105 ,loss: 519503.271312, vali_rmse: 2.920116
traning iteration: 106 ,loss: 513714.160629, vali_rmse: 2.906577
traning iteration: 107 ,loss: 507995.541550, vali_rmse: 2.893125
traning iteration: 108 ,loss: 502347.386657, vali_rmse: 2.879761
traning iteration: 109 ,loss: 496769.599706, vali_rmse: 2.866487
traning iteration: 110 ,loss: 491262.011708, vali_rmse: 2.853305
traning iteration: 111 ,loss: 485824.379705, vali_rmse: 2.840216
traning iteration: 112 ,loss: 480456.388471, vali_rmse: 2.827221
traning iteration: 113 ,loss: 475157.655052, vali_rmse: 2.814322
traning iteration: 114 ,loss: 469927.735682, vali_rmse: 2.801519
traning iteration: 115 ,loss: 464766.134422, vali_rmse: 2.788813
traning iteration: 116 ,loss: 459672.312713, vali_rmse: 2.776204
traning iteration: 117 ,loss: 454645.699003, vali_rmse: 2.763693
traning iteration: 118 ,loss: 449685.697715, vali_rmse: 2.751280
traning iteration: 119 ,loss: 444791.696958, vali_rmse: 2.738965
traning iteration: 120 ,loss: 439963.074590, vali_rmse: 2.726749
traning iteration: 121 ,loss: 435199.202484, vali_rmse: 2.714631
traning iteration: 122 ,loss: 430499.449037, vali_rmse: 2.702611
traning iteration: 123 ,loss: 425863.180170, vali_rmse: 2.690690
traning iteration: 124 ,loss: 421289.759146, vali_rmse: 2.678867
traning iteration: 125 ,loss: 416778.545650, vali_rmse: 2.667142
traning iteration: 126 ,loss: 412328.894511, vali_rmse: 2.655514
traning iteration: 127 ,loss: 407940.154449, vali_rmse: 2.643985
traning iteration: 128 ,loss: 403611.667102, vali_rmse: 2.632553
traning iteration: 129 ,loss: 399342.766506, vali_rmse: 2.621219
traning iteration: 130 ,loss: 395132.779073, vali_rmse: 2.609981
traning iteration: 131 ,loss: 390981.024035, vali_rmse: 2.598840
traning iteration: 132 ,loss: 386886.814243, vali_rmse: 2.587795
traning iteration: 133 ,loss: 382849.457179, vali_rmse: 2.576846
traning iteration: 134 ,loss: 378868.256045, vali_rmse: 2.565992
traning iteration: 135 ,loss: 374942.510784, vali_rmse: 2.555234
traning iteration: 136 ,loss: 371071.518970, vali_rmse: 2.544569
traning iteration: 137 ,loss: 367254.576523, vali_rmse: 2.533998
traning iteration: 138 ,loss: 363490.978255, vali_rmse: 2.523521
traning iteration: 139 ,loss: 359780.018300, vali_rmse: 2.513136
traning iteration: 140 ,loss: 356120.990494, vali_rmse: 2.502844
traning iteration: 141 ,loss: 352513.188768, vali_rmse: 2.492643
traning iteration: 142 ,loss: 348955.907625, vali_rmse: 2.482533
traning iteration: 143 ,loss: 345448.442723, vali_rmse: 2.472513
traning iteration: 144 ,loss: 341990.091576, vali_rmse: 2.462583
traning iteration: 145 ,loss: 338580.154357, vali_rmse: 2.452742
traning iteration: 146 ,loss: 335217.934741, vali_rmse: 2.442989
traning iteration: 147 ,loss: 331902.740753, vali_rmse: 2.433324
traning iteration: 148 ,loss: 328633.885540, vali_rmse: 2.423746
traning iteration: 149 ,loss: 325410.688039, vali_rmse: 2.414254
traning iteration: 150 ,loss: 322232.473485, vali_rmse: 2.404847
traning iteration: 151 ,loss: 319098.573773, vali_rmse: 2.395526
traning iteration: 152 ,loss: 316008.327661, vali_rmse: 2.386289
traning iteration: 153 ,loss: 312961.080867, vali_rmse: 2.377135
traning iteration: 154 ,loss: 309956.186078, vali_rmse: 2.368063
traning iteration: 155 ,loss: 306993.002937, vali_rmse: 2.359074
traning iteration: 156 ,loss: 304070.898035, vali_rmse: 2.350166
traning iteration: 157 ,loss: 301189.244950, vali_rmse: 2.341339
traning iteration: 158 ,loss: 298347.424339, vali_rmse: 2.332591
traning iteration: 159 ,loss: 295544.824096, vali_rmse: 2.323923
traning iteration: 160 ,loss: 292780.839559, vali_rmse: 2.315333
traning iteration: 161 ,loss: 290054.873738, vali_rmse: 2.306820
traning iteration: 162 ,loss: 287366.337552, vali_rmse: 2.298385
traning iteration: 163 ,loss: 284714.650032, vali_rmse: 2.290026
traning iteration: 164 ,loss: 282099.238483, vali_rmse: 2.281742
traning iteration: 165 ,loss: 279519.538580, vali_rmse: 2.273533
traning iteration: 166 ,loss: 276974.994404, vali_rmse: 2.265398
traning iteration: 167 ,loss: 274465.058420, vali_rmse: 2.257336
traning iteration: 168 ,loss: 271989.191409, vali_rmse: 2.249346
traning iteration: 169 ,loss: 269546.862372, vali_rmse: 2.241429
traning iteration: 170 ,loss: 267137.548424, vali_rmse: 2.233583
traning iteration: 171 ,loss: 264760.734691, vali_rmse: 2.225807
traning iteration: 172 ,loss: 262415.914224, vali_rmse: 2.218101
traning iteration: 173 ,loss: 260102.587929, vali_rmse: 2.210464
traning iteration: 174 ,loss: 257820.264522, vali_rmse: 2.202895
traning iteration: 175 ,loss: 255568.460490, vali_rmse: 2.195394
traning iteration: 176 ,loss: 253346.700059, vali_rmse: 2.187959
traning iteration: 177 ,loss: 251154.515162, vali_rmse: 2.180591
traning iteration: 178 ,loss: 248991.445386, vali_rmse: 2.173289
traning iteration: 179 ,loss: 246857.037912, vali_rmse: 2.166052
traning iteration: 180 ,loss: 244750.847425, vali_rmse: 2.158878
traning iteration: 181 ,loss: 242672.436013, vali_rmse: 2.151769
traning iteration: 182 ,loss: 240621.373051, vali_rmse: 2.144722
traning iteration: 183 ,loss: 238597.235072, vali_rmse: 2.137738
traning iteration: 184 ,loss: 236599.605635, vali_rmse: 2.130815
traning iteration: 185 ,loss: 234628.075207, vali_rmse: 2.123954
traning iteration: 186 ,loss: 232682.241035, vali_rmse: 2.117153
traning iteration: 187 ,loss: 230761.707041, vali_rmse: 2.110411
traning iteration: 188 ,loss: 228866.083718, vali_rmse: 2.103729
traning iteration: 189 ,loss: 226994.988037, vali_rmse: 2.097106
traning iteration: 190 ,loss: 225148.043359, vali_rmse: 2.090540
traning iteration: 191 ,loss: 223324.879348, vali_rmse: 2.084032
traning iteration: 192 ,loss: 221525.131886, vali_rmse: 2.077580
traning iteration: 193 ,loss: 219748.442981, vali_rmse: 2.071185
traning iteration: 194 ,loss: 217994.460676, vali_rmse: 2.064845
traning iteration: 195 ,loss: 216262.838957, vali_rmse: 2.058561
traning iteration: 196 ,loss: 214553.237647, vali_rmse: 2.052331
traning iteration: 197 ,loss: 212865.322317, vali_rmse: 2.046155
traning iteration: 198 ,loss: 211198.764178, vali_rmse: 2.040032
traning iteration: 199 ,loss: 209553.239989, vali_rmse: 2.033962
traning iteration: 200 ,loss: 207928.431960, vali_rmse: 2.027944
traning iteration: 201 ,loss: 206324.027659, vali_rmse: 2.021978
traning iteration: 202 ,loss: 204739.719923, vali_rmse: 2.016063
traning iteration: 203 ,loss: 203175.206772, vali_rmse: 2.010199
traning iteration: 204 ,loss: 201630.191315, vali_rmse: 2.004385
traning iteration: 205 ,loss: 200104.381674, vali_rmse: 1.998621
traning iteration: 206 ,loss: 198597.490890, vali_rmse: 1.992906
traning iteration: 207 ,loss: 197109.236844, vali_rmse: 1.987240
traning iteration: 208 ,loss: 195639.342168, vali_rmse: 1.981621
traning iteration: 209 ,loss: 194187.534160, vali_rmse: 1.976051
traning iteration: 210 ,loss: 192753.544702, vali_rmse: 1.970528
traning iteration: 211 ,loss: 191337.110176, vali_rmse: 1.965051
traning iteration: 212 ,loss: 189937.971385, vali_rmse: 1.959621
traning iteration: 213 ,loss: 188555.873467, vali_rmse: 1.954237
traning iteration: 214 ,loss: 187190.565826, vali_rmse: 1.948898
traning iteration: 215 ,loss: 185841.802049, vali_rmse: 1.943604
traning iteration: 216 ,loss: 184509.339835, vali_rmse: 1.938354
traning iteration: 217 ,loss: 183192.940922, vali_rmse: 1.933149
traning iteration: 218 ,loss: 181892.371013, vali_rmse: 1.927987
traning iteration: 219 ,loss: 180607.399707, vali_rmse: 1.922868
traning iteration: 220 ,loss: 179337.800424, vali_rmse: 1.917792
traning iteration: 221 ,loss: 178083.350343, vali_rmse: 1.912758
traning iteration: 222 ,loss: 176843.830327, vali_rmse: 1.907766
traning iteration: 223 ,loss: 175619.024855, vali_rmse: 1.902816
traning iteration: 224 ,loss: 174408.721961, vali_rmse: 1.897906
traning iteration: 225 ,loss: 173212.713162, vali_rmse: 1.893038
traning iteration: 226 ,loss: 172030.793398, vali_rmse: 1.888209
traning iteration: 227 ,loss: 170862.760969, vali_rmse: 1.883420
traning iteration: 228 ,loss: 169708.417471, vali_rmse: 1.878671
traning iteration: 229 ,loss: 168567.567736, vali_rmse: 1.873961
traning iteration: 230 ,loss: 167440.019778, vali_rmse: 1.869289
traning iteration: 231 ,loss: 166325.584726, vali_rmse: 1.864656
traning iteration: 232 ,loss: 165224.076775, vali_rmse: 1.860060
traning iteration: 233 ,loss: 164135.313127, vali_rmse: 1.855502
traning iteration: 234 ,loss: 163059.113934, vali_rmse: 1.850981
traning iteration: 235 ,loss: 161995.302247, vali_rmse: 1.846497
traning iteration: 236 ,loss: 160943.703961, vali_rmse: 1.842049
traning iteration: 237 ,loss: 159904.147764, vali_rmse: 1.837637
traning iteration: 238 ,loss: 158876.465087, vali_rmse: 1.833261
traning iteration: 239 ,loss: 157860.490051, vali_rmse: 1.828920
traning iteration: 240 ,loss: 156856.059422, vali_rmse: 1.824614
traning iteration: 241 ,loss: 155863.012562, vali_rmse: 1.820343
traning iteration: 242 ,loss: 154881.191380, vali_rmse: 1.816106
traning iteration: 243 ,loss: 153910.440291, vali_rmse: 1.811904
traning iteration: 244 ,loss: 152950.606167, vali_rmse: 1.807734
traning iteration: 245 ,loss: 152001.538293, vali_rmse: 1.803598
traning iteration: 246 ,loss: 151063.088328, vali_rmse: 1.799496
traning iteration: 247 ,loss: 150135.110259, vali_rmse: 1.795425
traning iteration: 248 ,loss: 149217.460360, vali_rmse: 1.791387
traning iteration: 249 ,loss: 148309.997153, vali_rmse: 1.787382
traning iteration: 250 ,loss: 147412.581366, vali_rmse: 1.783407
traning iteration: 251 ,loss: 146525.075897, vali_rmse: 1.779465
traning iteration: 252 ,loss: 145647.345773, vali_rmse: 1.775553
traning iteration: 253 ,loss: 144779.258114, vali_rmse: 1.771672
traning iteration: 254 ,loss: 143920.682095, vali_rmse: 1.767822
traning iteration: 255 ,loss: 143071.488911, vali_rmse: 1.764002
traning iteration: 256 ,loss: 142231.551745, vali_rmse: 1.760212
traning iteration: 257 ,loss: 141400.745727, vali_rmse: 1.756451
traning iteration: 258 ,loss: 140578.947904, vali_rmse: 1.752720
traning iteration: 259 ,loss: 139766.037207, vali_rmse: 1.749018
traning iteration: 260 ,loss: 138961.894420, vali_rmse: 1.745345
traning iteration: 261 ,loss: 138166.402141, vali_rmse: 1.741700
traning iteration: 262 ,loss: 137379.444761, vali_rmse: 1.738084
traning iteration: 263 ,loss: 136600.908426, vali_rmse: 1.734495
traning iteration: 264 ,loss: 135830.681007, vali_rmse: 1.730934
traning iteration: 265 ,loss: 135068.652077, vali_rmse: 1.727401
traning iteration: 266 ,loss: 134314.712875, vali_rmse: 1.723895
traning iteration: 267 ,loss: 133568.756281, vali_rmse: 1.720416
traning iteration: 268 ,loss: 132830.676787, vali_rmse: 1.716963
traning iteration: 269 ,loss: 132100.370473, vali_rmse: 1.713537
traning iteration: 270 ,loss: 131377.734975, vali_rmse: 1.710137
traning iteration: 271 ,loss: 130662.669464, vali_rmse: 1.706763
traning iteration: 272 ,loss: 129955.074615, vali_rmse: 1.703415
traning iteration: 273 ,loss: 129254.852587, vali_rmse: 1.700092
traning iteration: 274 ,loss: 128561.906995, vali_rmse: 1.696795
traning iteration: 275 ,loss: 127876.142886, vali_rmse: 1.693522
traning iteration: 276 ,loss: 127197.466718, vali_rmse: 1.690274
traning iteration: 277 ,loss: 126525.786330, vali_rmse: 1.687051
traning iteration: 278 ,loss: 125861.010928, vali_rmse: 1.683852
traning iteration: 279 ,loss: 125203.051054, vali_rmse: 1.680676
traning iteration: 280 ,loss: 124551.818571, vali_rmse: 1.677525
traning iteration: 281 ,loss: 123907.226635, vali_rmse: 1.674397
traning iteration: 282 ,loss: 123269.189678, vali_rmse: 1.671293
traning iteration: 283 ,loss: 122637.623385, vali_rmse: 1.668212
traning iteration: 284 ,loss: 122012.444676, vali_rmse: 1.665154
traning iteration: 285 ,loss: 121393.571682, vali_rmse: 1.662118
traning iteration: 286 ,loss: 120780.923727, vali_rmse: 1.659105
traning iteration: 287 ,loss: 120174.421311, vali_rmse: 1.656115
traning iteration: 288 ,loss: 119573.986086, vali_rmse: 1.653146
traning iteration: 289 ,loss: 118979.540841, vali_rmse: 1.650199
traning iteration: 290 ,loss: 118391.009482, vali_rmse: 1.647274
traning iteration: 291 ,loss: 117808.317016, vali_rmse: 1.644371
traning iteration: 292 ,loss: 117231.389529, vali_rmse: 1.641489
traning iteration: 293 ,loss: 116660.154173, vali_rmse: 1.638628
traning iteration: 294 ,loss: 116094.539147, vali_rmse: 1.635788
traning iteration: 295 ,loss: 115534.473678, vali_rmse: 1.632968
traning iteration: 296 ,loss: 114979.888010, vali_rmse: 1.630169
traning iteration: 297 ,loss: 114430.713383, vali_rmse: 1.627391
traning iteration: 298 ,loss: 113886.882016, vali_rmse: 1.624632
traning iteration: 299 ,loss: 113348.327098, vali_rmse: 1.621894
traning iteration: 300 ,loss: 112814.982766, vali_rmse: 1.619175
traning iteration: 301 ,loss: 112286.784092, vali_rmse: 1.616476
traning iteration: 302 ,loss: 111763.667069, vali_rmse: 1.613797
traning iteration: 303 ,loss: 111245.568597, vali_rmse: 1.611137
traning iteration: 304 ,loss: 110732.426466, vali_rmse: 1.608495
traning iteration: 305 ,loss: 110224.179344, vali_rmse: 1.605873
traning iteration: 306 ,loss: 109720.766763, vali_rmse: 1.603270
traning iteration: 307 ,loss: 109222.129103, vali_rmse: 1.600685
traning iteration: 308 ,loss: 108728.207584, vali_rmse: 1.598118
traning iteration: 309 ,loss: 108238.944246, vali_rmse: 1.595570
traning iteration: 310 ,loss: 107754.281943, vali_rmse: 1.593040
traning iteration: 311 ,loss: 107274.164324, vali_rmse: 1.590528
traning iteration: 312 ,loss: 106798.535825, vali_rmse: 1.588033
traning iteration: 313 ,loss: 106327.341656, vali_rmse: 1.585556
traning iteration: 314 ,loss: 105860.527785, vali_rmse: 1.583097
traning iteration: 315 ,loss: 105398.040934, vali_rmse: 1.580655
traning iteration: 316 ,loss: 104939.828560, vali_rmse: 1.578230
traning iteration: 317 ,loss: 104485.838846, vali_rmse: 1.575822
traning iteration: 318 ,loss: 104036.020691, vali_rmse: 1.573431
traning iteration: 319 ,loss: 103590.323700, vali_rmse: 1.571056
traning iteration: 320 ,loss: 103148.698168, vali_rmse: 1.568698
traning iteration: 321 ,loss: 102711.095076, vali_rmse: 1.566357
traning iteration: 322 ,loss: 102277.466074, vali_rmse: 1.564032
traning iteration: 323 ,loss: 101847.763476, vali_rmse: 1.561723
traning iteration: 324 ,loss: 101421.940249, vali_rmse: 1.559429
traning iteration: 325 ,loss: 100999.949999, vali_rmse: 1.557152
traning iteration: 326 ,loss: 100581.746966, vali_rmse: 1.554891
traning iteration: 327 ,loss: 100167.286012, vali_rmse: 1.552645
traning iteration: 328 ,loss: 99756.522614, vali_rmse: 1.550414
traning iteration: 329 ,loss: 99349.412849, vali_rmse: 1.548199
traning iteration: 330 ,loss: 98945.913393, vali_rmse: 1.545999
traning iteration: 331 ,loss: 98545.981506, vali_rmse: 1.543814
traning iteration: 332 ,loss: 98149.575024, vali_rmse: 1.541644
traning iteration: 333 ,loss: 97756.652353, vali_rmse: 1.539488
traning iteration: 334 ,loss: 97367.172459, vali_rmse: 1.537348
traning iteration: 335 ,loss: 96981.094858, vali_rmse: 1.535222
traning iteration: 336 ,loss: 96598.379611, vali_rmse: 1.533110
traning iteration: 337 ,loss: 96218.987313, vali_rmse: 1.531012
traning iteration: 338 ,loss: 95842.879087, vali_rmse: 1.528929
traning iteration: 339 ,loss: 95470.016575, vali_rmse: 1.526860
traning iteration: 340 ,loss: 95100.361932, vali_rmse: 1.524805
traning iteration: 341 ,loss: 94733.877815, vali_rmse: 1.522763
traning iteration: 342 ,loss: 94370.527380, vali_rmse: 1.520735
traning iteration: 343 ,loss: 94010.274272, vali_rmse: 1.518721
traning iteration: 344 ,loss: 93653.082617, vali_rmse: 1.516721
traning iteration: 345 ,loss: 93298.917019, vali_rmse: 1.514733
traning iteration: 346 ,loss: 92947.742547, vali_rmse: 1.512759
traning iteration: 347 ,loss: 92599.524735, vali_rmse: 1.510798
traning iteration: 348 ,loss: 92254.229569, vali_rmse: 1.508850
traning iteration: 349 ,loss: 91911.823484, vali_rmse: 1.506915
traning iteration: 350 ,loss: 91572.273358, vali_rmse: 1.504993
traning iteration: 351 ,loss: 91235.546503, vali_rmse: 1.503083
traning iteration: 352 ,loss: 90901.610661, vali_rmse: 1.501187
traning iteration: 353 ,loss: 90570.433996, vali_rmse: 1.499302
traning iteration: 354 ,loss: 90241.985090, vali_rmse: 1.497430
traning iteration: 355 ,loss: 89916.232934, vali_rmse: 1.495570
traning iteration: 356 ,loss: 89593.146925, vali_rmse: 1.493723
traning iteration: 357 ,loss: 89272.696860, vali_rmse: 1.491887
traning iteration: 358 ,loss: 88954.852929, vali_rmse: 1.490064
traning iteration: 359 ,loss: 88639.585709, vali_rmse: 1.488253
traning iteration: 360 ,loss: 88326.866161, vali_rmse: 1.486453
traning iteration: 361 ,loss: 88016.665620, vali_rmse: 1.484665
traning iteration: 362 ,loss: 87708.955797, vali_rmse: 1.482888
traning iteration: 363 ,loss: 87403.708766, vali_rmse: 1.481123
traning iteration: 364 ,loss: 87100.896964, vali_rmse: 1.479370
traning iteration: 365 ,loss: 86800.493183, vali_rmse: 1.477628
traning iteration: 366 ,loss: 86502.470566, vali_rmse: 1.475897
traning iteration: 367 ,loss: 86206.802604, vali_rmse: 1.474177
traning iteration: 368 ,loss: 85913.463128, vali_rmse: 1.472469
traning iteration: 369 ,loss: 85622.426307, vali_rmse: 1.470771
traning iteration: 370 ,loss: 85333.666639, vali_rmse: 1.469084
traning iteration: 371 ,loss: 85047.158952, vali_rmse: 1.467408
traning iteration: 372 ,loss: 84762.878396, vali_rmse: 1.465743
traning iteration: 373 ,loss: 84480.800440, vali_rmse: 1.464089
traning iteration: 374 ,loss: 84200.900866, vali_rmse: 1.462445
traning iteration: 375 ,loss: 83923.155766, vali_rmse: 1.460811
traning iteration: 376 ,loss: 83647.541536, vali_rmse: 1.459188
traning iteration: 377 ,loss: 83374.034875, vali_rmse: 1.457575
traning iteration: 378 ,loss: 83102.612778, vali_rmse: 1.455972
traning iteration: 379 ,loss: 82833.252534, vali_rmse: 1.454380
traning iteration: 380 ,loss: 82565.931718, vali_rmse: 1.452797
traning iteration: 381 ,loss: 82300.628194, vali_rmse: 1.451225
traning iteration: 382 ,loss: 82037.320103, vali_rmse: 1.449662
traning iteration: 383 ,loss: 81775.985866, vali_rmse: 1.448110
traning iteration: 384 ,loss: 81516.604176, vali_rmse: 1.446567
traning iteration: 385 ,loss: 81259.153996, vali_rmse: 1.445034
traning iteration: 386 ,loss: 81003.614555, vali_rmse: 1.443510
traning iteration: 387 ,loss: 80749.965346, vali_rmse: 1.441996
traning iteration: 388 ,loss: 80498.186117, vali_rmse: 1.440492
traning iteration: 389 ,loss: 80248.256874, vali_rmse: 1.438996
traning iteration: 390 ,loss: 80000.157876, vali_rmse: 1.437510
traning iteration: 391 ,loss: 79753.869628, vali_rmse: 1.436034
traning iteration: 392 ,loss: 79509.372881, vali_rmse: 1.434566
traning iteration: 393 ,loss: 79266.648629, vali_rmse: 1.433108
traning iteration: 394 ,loss: 79025.678101, vali_rmse: 1.431659
traning iteration: 395 ,loss: 78786.442767, vali_rmse: 1.430219
traning iteration: 396 ,loss: 78548.924323, vali_rmse: 1.428787
traning iteration: 397 ,loss: 78313.104699, vali_rmse: 1.427365
traning iteration: 398 ,loss: 78078.966047, vali_rmse: 1.425951
traning iteration: 399 ,loss: 77846.490747, vali_rmse: 1.424546
traning iteration: 400 ,loss: 77615.661393, vali_rmse: 1.423150
traning iteration: 401 ,loss: 77386.460800, vali_rmse: 1.421762
traning iteration: 402 ,loss: 77158.871996, vali_rmse: 1.420383
traning iteration: 403 ,loss: 76932.878221, vali_rmse: 1.419012
traning iteration: 404 ,loss: 76708.462921, vali_rmse: 1.417649
